symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
BTBD8	0.07641843719743875	No data	No data	No data	No data	0.6285126325040944	No data	No data	BTB domain containing 8
LACTB	0.07640693915751526	No data	No data	No data	No data	0.6284180654911328	No data	No data	lactamase beta
KAT8	0.07631823999239092	No data	No data	No data	No data	0.6276885485339987	No data	No data	lysine acetyltransferase 8
TWIST1	0.07622657754098003	No data	No data	No data	No data	0.5437697265589456	No data	0.33265973245307906	twist family bHLH transcription factor 1
ACADS	0.07613345006504857	No data	No data	No data	No data	0.6261687215399697	No data	No data	acyl-CoA dehydrogenase short chain
GPR18	0.07613345006504857	No data	No data	No data	No data	0.6261687215399697	No data	No data	G protein-coupled receptor 18
KRT18	0.07612399267579664	No data	No data	No data	No data	0.626090938104017	No data	No data	keratin 18
PLAT	0.07603805785586343	No data	No data	No data	No data	0.6253841568365535	No data	No data	plasminogen activator, tissue type
PPP1R15A	0.07602565594076553	No data	No data	No data	No data	0.6252821557934528	No data	No data	protein phosphatase 1 regulatory subunit 15A
CDKN2B	0.07602052288722821	No data	No data	No data	No data	0.6252399383769518	No data	No data	cyclin dependent kinase inhibitor 2B
ADGRE1	0.07599896406237165	No data	No data	No data	No data	0.6250626252276487	No data	No data	adhesion G protein-coupled receptor E1
ADIPOR2	0.07599470719066323	No data	No data	No data	No data	0.38404242839817465	No data	0.5290170069744906	adiponectin receptor 2
DIAPH1	0.07592812792355706	No data	No data	No data	No data	0.6244800248799373	No data	No data	diaphanous related formin 1
IFNGR1	0.07592812792355706	No data	No data	No data	No data	0.6244800248799373	No data	No data	interferon gamma receptor 1
FGF19	0.075886011871606	No data	No data	No data	No data	0.6241336363426522	No data	No data	fibroblast growth factor 19
PRLHR	0.07581039246398343	No data	No data	No data	No data	0.16449583826415304	No data	0.5823877358589992	prolactin releasing hormone receptor
SCTR	0.07576387021036388	No data	No data	0.12158615952232422	No data	0.06079307976116211	No data	No data	secretin receptor
ABHD15	0.07576387021036386	No data	No data	No data	No data	0.6231290675519116	No data	No data	abhydrolase domain containing 15
CXCR1	0.07571848144635088	No data	No data	No data	No data	0.6227557622004529	No data	No data	C-X-C motif chemokine receptor 1
CYP8B1	0.07562671501984754	No data	No data	No data	No data	0.62200101818301	No data	No data	cytochrome P450 family 8 subfamily B member 1
MTRR	0.07562014471131981	No data	No data	No data	No data	0.6219469798898889	No data	No data	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
IGFBP3	0.07551087252961268	No data	No data	No data	No data	0.4223429550675146	No data	0.5154625189153476	insulin like growth factor binding protein 3
FOXC1	0.07546456002937402	No data	No data	No data	No data	No data	No data	0.6206673549510222	forkhead box C1
ENHO	0.0754543003150561	No data	No data	No data	No data	0.39697950445808383	No data	0.521338096581496	energy homeostasis associated
PIK3CA	0.07543576843037676	No data	No data	No data	No data	0.4587200346997829	No data	0.5057505463055011	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
HSPA12A	0.07542262481120499	No data	No data	No data	No data	0.6203224537029378	No data	No data	heat shock protein family A (Hsp70) member 12A
CD5L	0.07531972070608768	No data	No data	No data	No data	0.6194761065074875	No data	No data	CD5 molecule like
MCAM	0.07520950042833682	No data	No data	No data	No data	0.6185695865698245	No data	No data	melanoma cell adhesion molecule
BRD4	0.07519357539162787	No data	No data	No data	No data	0.6184386091890806	No data	No data	bromodomain containing 4
WARS2	0.07508630714344193	No data	No data	No data	No data	0.6175563685738051	No data	No data	tryptophanyl tRNA synthetase 2, mitochondrial
IL4	0.07508490992126879	No data	No data	No data	No data	0.6175448769519081	No data	No data	interleukin 4
OGT	0.07506269419967239	No data	No data	No data	No data	0.617362161076321	No data	No data	O-linked N-acetylglucosamine (GlcNAc) transferase
DEFA5	0.07502471050099445	No data	No data	No data	No data	0.6170497595757953	No data	No data	defensin alpha 5
GDF3	0.07499391217977075	No data	No data	No data	No data	0.6167964550767906	No data	No data	growth differentiation factor 3
CCL22	0.07498364607269617	No data	No data	No data	No data	0.6167120202437889	No data	No data	C-C motif chemokine ligand 22
PPIG	0.07497282821855521	No data	No data	No data	No data	0.6166230475006456	No data	No data	peptidylprolyl isomerase G
EDNRA	0.07491445251101354	No data	No data	No data	No data	0.6161429294693581	No data	No data	endothelin receptor type A
PAQR9	0.07490151721609957	No data	No data	No data	No data	0.616036541579776	No data	No data	progestin and adipoQ receptor family member 9
GDF5	0.0748799375814262	No data	No data	No data	No data	0.03495602086266821	No data	0.6071200520619636	growth differentiation factor 5
MDK	0.07484882858081997	No data	No data	No data	No data	0.6109704515996791	0.018530983835919404	No data	midkine
GPD1L	0.07481938835950296	No data	No data	No data	No data	0.6153610629157631	No data	No data	glycerol-3-phosphate dehydrogenase 1 like
MIGA1	0.07480981785927189	0.12244853903937866	No data	No data	No data	0.012158615952232422	No data	No data	mitoguardin 1
GJA8	0.07467191874756175	No data	No data	No data	No data	0.06585916974125894	No data	0.5976833889113572	gap junction protein alpha 8
NEIL1	0.07466520130393221	No data	No data	No data	No data	0.08711648329774531	No data	0.5923138120987642	nei like DNA glycosylase 1
B4GALT5	0.07465513064630977	No data	No data	No data	No data	0.6140101055877373	No data	No data	beta-1,4-galactosyltransferase 5
ELOVL5	0.07465513064630977	No data	No data	No data	No data	0.6140101055877373	No data	No data	ELOVL fatty acid elongase 5
NT5E	0.07456786873617588	No data	No data	No data	No data	0.6132924095072236	No data	No data	5'-nucleotidase ecto
MAPK10	0.07454220346848942	No data	No data	No data	No data	0.6130813224247194	No data	No data	mitogen-activated protein kinase 10
LIN7C	0.07450105907100635	0.10801768805506018	No data	No data	No data	0.06079307976116211	No data	0.2635987938443989	lin-7 homolog C, crumbs cell polarity complex component
CALCRL	0.07447034071896741	No data	No data	0.12158615952232422	No data	0.01823792392834863	No data	No data	calcitonin receptor like receptor
KDM6A	0.07447034071896741	No data	No data	No data	No data	0.6124902785937083	No data	No data	lysine demethylase 6A
DUSP4	0.07444980850481825	No data	No data	No data	No data	0.6123214089277049	No data	No data	dual specificity phosphatase 4
KISS1R	0.07434491040768473	No data	No data	No data	No data	0.16056183176164562	No data	0.5713182039645598	KISS1 receptor
CSF3	0.07431583067769677	No data	No data	No data	No data	0.6112194921663905	No data	No data	colony stimulating factor 3
FGF6	0.07428555079162505	No data	No data	No data	No data	0.6109704515996791	No data	No data	fibroblast growth factor 6
PAWR	0.07428555079162505	No data	No data	No data	No data	0.6109704515996791	No data	No data	pro-apoptotic WT1 regulator
AGXT2	0.07428555079162505	No data	No data	No data	No data	0.6109704515996791	No data	No data	alanine--glyoxylate aminotransferase 2
MYPN	0.07428555079162505	No data	No data	No data	No data	0.6109704515996791	No data	No data	myopalladin
HIF3A	0.07404229232195834	No data	No data	No data	No data	0.6047022613704408	0.017069926692321012	No data	hypoxia inducible factor 3 subunit alpha
PEX1	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	peroxisomal biogenesis factor 1
RIN3	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	Ras and Rab interactor 3
KLK12	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	kallikrein related peptidase 12
DEFA6	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	defensin alpha 6
RGS4	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	regulator of G protein signaling 4
SRF	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	serum response factor
SAMD4A	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	sterile alpha motif domain containing 4A
STIM2	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	stromal interaction molecule 2
PRPF8	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	pre-mRNA processing factor 8
TFE3	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	transcription factor binding to IGHM enhancer 3
YAP1	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	Yes1 associated transcriptional regulator
IRAK2	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	interleukin 1 receptor associated kinase 2
SNRK	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	SNF related kinase
MTNR1A	0.07391597093694036	No data	No data	0.12158615952232422	No data	No data	No data	No data	melatonin receptor 1A
SNAI1	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	snail family transcriptional repressor 1
TRIM25	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	tripartite motif containing 25
CLCN3	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	chloride voltage-gated channel 3
KLK1	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	kallikrein 1
PGRMC2	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	progesterone receptor membrane component 2
SLAMF1	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	signaling lymphocytic activation molecule family member 1
CROT	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	carnitine O-octanoyltransferase
CORO7	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	coronin 7
SLC16A13	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	solute carrier family 16 member 13
ARID5A	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	AT-rich interaction domain 5A
GFER	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	growth factor, augmenter of liver regeneration
F2RL3	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	F2R like thrombin or trypsin receptor 3
LGALS9	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	galectin 9
TAS2R10	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	taste 2 receptor member 10
PPTC7	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	protein phosphatase targeting COQ7
KLK8	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	kallikrein related peptidase 8
TM4SF5	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	transmembrane 4 L six family member 5
TAS2R43	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	taste 2 receptor member 43
CTLA4	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	cytotoxic T-lymphocyte associated protein 4
GFI1	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	growth factor independent 1 transcriptional repressor
ELOVL1	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	ELOVL fatty acid elongase 1
LMO3	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	LIM domain only 3
RAMP1	0.07391597093694036	No data	No data	0.12158615952232422	No data	No data	No data	No data	receptor activity modifying protein 1
GRK4	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	G protein-coupled receptor kinase 4
RAD23A	0.07391597093694036	No data	No data	No data	No data	0.607930797611621	No data	No data	RAD23 homolog A, nucleotide excision repair protein
GPR26	0.07385835998781998	No data	No data	No data	No data	0.07295169571339452	No data	0.5892190454996475	G protein-coupled receptor 26
NOX1	0.0738303516039384	No data	No data	No data	No data	0.6072266111043876	No data	No data	NADPH oxidase 1
MME	0.07353246311991392	No data	No data	No data	No data	0.604776591421269	No data	No data	membrane metalloendopeptidase
ACACB	0.0734670010402852	No data	No data	No data	No data	0.34977216781953613	No data	0.5167951487151325	acetyl-CoA carboxylase beta
CORT	0.07338695279302863	No data	No data	No data	No data	0.49592968033164014	No data	0.4306005755849986	cortistatin
OR10Z1	0.073323556309176	0.12061168244353206	No data	No data	No data	No data	No data	No data	olfactory receptor family 10 subfamily Z member 1
IGF2	0.07323510007040368	No data	No data	No data	No data	0.6023308932375409	No data	No data	insulin like growth factor 2
TRIM67	0.07317681122757096	No data	No data	No data	No data	0.6018514896355048	No data	No data	tripartite motif containing 67
CEACAM1	0.07315455862338849	No data	No data	No data	No data	0.23732605120761668	No data	0.5423369576127463	CEA cell adhesion molecule 1
HSD11B2	0.0731194219430875	No data	No data	No data	No data	0.6013794845593603	No data	No data	hydroxysteroid 11-beta dehydrogenase 2
HPGD	0.07306388404975063	No data	No data	No data	No data	0.6009227064724871	No data	No data	15-hydroxyprostaglandin dehydrogenase
PLSCR3	0.07297239734323821	No data	No data	No data	No data	0.01823792392834863	No data	0.5956107820636822	phospholipid scramblase 3
DDIT4	0.07296122297900487	No data	No data	No data	No data	0.6000783581424709	No data	No data	DNA damage inducible transcript 4
FOXO3	0.07276176362595779	No data	No data	No data	No data	0.5146004241333677	No data	0.3353498262325104	forkhead box O3
C1QTNF9B	0.07244074263407385	No data	No data	No data	No data	No data	No data	0.5957976049138483	C1q and TNF related 9B
WNT5A	0.07243563990564912	No data	No data	No data	No data	0.5127122899561374	No data	0.33217338781498973	Wnt family member 5A
FAM13A	0.07231445823330665	No data	No data	No data	No data	0.5947589636633692	No data	No data	family with sequence similarity 13 member A
GALNT2	0.07228365991208294	No data	No data	No data	No data	0.5945056591643645	No data	No data	polypeptide N-acetylgalactosaminyltransferase 2
DBI	0.0722021470219108	No data	No data	No data	No data	0.5938352465903317	No data	No data	diazepam binding inhibitor, acyl-CoA binding protein
FOXE3	0.07218671702355552	No data	No data	No data	No data	No data	No data	0.5937083407120975	forkhead box E3
MRC1	0.0721681714171498	No data	No data	No data	No data	0.5935558101405378	No data	No data	mannose receptor C-type 1
CBL	0.07210660066044629	No data	No data	No data	No data	0.14069764823297556	No data	0.5578750019847001	Cbl proto-oncogene
PYY3	0.0720738074039293	No data	No data	No data	No data	0.07805380164912842	No data	0.5732662515462781	peptide YY 3 (pseudogene)
WDTC1	0.07206328700027258	No data	No data	No data	No data	0.08689526403528108	No data	0.5709693596238978	WD and tetratricopeptide repeats 1
HDAC9	0.07204425040833425	No data	No data	No data	No data	0.5925366068915626	No data	No data	histone deacetylase 9
CCDC80	0.07204040003575723	No data	No data	No data	No data	0.1885322687615544	No data	0.5453718718485818	coiled-coil domain containing 80
RBP4	0.07203034541887372	No data	No data	No data	No data	0.5924222436324947	No data	No data	retinol binding protein 4
AMPD1	0.07194487837862194	No data	No data	No data	No data	0.5917193096753112	No data	No data	adenosine monophosphate deaminase 1
SLC16A1	0.07191232224845219	No data	No data	No data	No data	0.5914515478651046	No data	No data	solute carrier family 16 member 1
ENTPD1	0.07174099349212087	No data	No data	No data	No data	0.590042433891899	No data	No data	ectonucleoside triphosphate diphosphohydrolase 1
CCL4	0.07166940334149648	No data	No data	No data	No data	0.5894536320833242	No data	No data	C-C motif chemokine ligand 4
TAC3	0.07165752288675652	No data	No data	No data	No data	0.08561692066363663	No data	0.5679516896877778	tachykinin precursor 3
BGLAP	0.07139380065233747	No data	No data	No data	No data	0.31673760821586155	No data	0.5080025025478613	bone gamma-carboxyglutamate protein
ASIP	0.07134106500312919	No data	No data	No data	No data	0.10073075577092555	No data	0.5615704849662643	agouti signaling protein
LRP6	0.07130814973729735	No data	No data	No data	No data	0.23721966331803468	No data	0.5271775425148112	LDL receptor related protein 6
OGG1	0.07121039940882054	No data	No data	No data	No data	0.5856784990050263	No data	No data	8-oxoguanine DNA glycosylase
LLGL1	0.07111619821556225	No data	No data	No data	No data	0.5849037299554208	No data	No data	LLGL scribble cell polarity complex component 1
ANGPTL7	0.07095933209946274	No data	No data	No data	No data	0.5836135657071562	No data	No data	angiopoietin like 7
LYZ	0.0709390052074551	No data	No data	No data	No data	0.5834463847378132	No data	No data	lysozyme
PRKAA2	0.07078754086747428	No data	No data	No data	No data	0.37019249356968836	No data	0.48965252465483444	protein kinase AMP-activated catalytic subunit alpha 2
SIRT3	0.07072839645431317	No data	No data	No data	No data	0.47963587199846885	No data	0.40831334282252524	sirtuin 3
OTP	0.07066067888215449	No data	No data	No data	No data	No data	No data	0.5811572563831214	orthopedia homeobox
INS	0.07064351836533919	No data	No data	No data	No data	0.41665540382234884	No data	0.47685226669198477	insulin
GPBAR1	0.07048779603346493	No data	No data	No data	No data	0.5797353605903046	No data	No data	G protein-coupled bile acid receptor 1
PTX3	0.07047659375049485	No data	No data	No data	No data	0.5796432260659962	No data	No data	pentraxin 3
QRFPR	0.07046655895988313	No data	No data	No data	No data	0.5795606937230787	No data	No data	pyroglutamylated RFamide peptide receptor
MKRN3	0.07026952841000059	No data	No data	No data	No data	0.48544362694293175	No data	0.3699862612522676	makorin ring finger protein 3
CD40LG	0.07025342860460536	No data	No data	No data	No data	0.5778077774691638	No data	No data	CD40 ligand
IRAK3	0.07005591467690014	No data	No data	No data	No data	0.5761833004030141	No data	No data	interleukin 1 receptor associated kinase 3
NMU	0.06991560172988948	No data	No data	No data	No data	0.1334343245704188	No data	0.5416706985432332	neuromedin U
MTMR9	0.06989540066676558	0.1085990685226109	No data	No data	No data	0.12747116399294528	No data	No data	myotubularin related protein 9
DNMT1	0.0698234868230926	No data	No data	No data	No data	0.5742716695502865	No data	No data	DNA methyltransferase 1
CEACAM5	0.06961788473619739	No data	No data	No data	No data	0.12097485133139253	No data	0.5423369576127463	CEA cell adhesion molecule 5
TEK	0.0693021645247415	No data	No data	No data	No data	0.5699839915744443	No data	No data	TEK receptor tyrosine kinase
SP6	0.0690564155407268	No data	No data	No data	No data	No data	No data	0.5679627994833367	Sp6 transcription factor
CYBB	0.06904249832099117	No data	No data	No data	No data	0.5678483356348993	No data	No data	cytochrome b-245 beta chain
HCAR1	0.06902433456836053	No data	No data	No data	No data	0.5676989456656627	No data	No data	hydroxycarboxylic acid receptor 1
APOC3	0.06892124780401417	No data	No data	No data	No data	0.37172924110715283	No data	0.47391878589061437	apolipoprotein C3
PIK3C2G	0.06892087345127718	No data	No data	No data	No data	0.030396539880581056	No data	0.5592488822881244	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
ENSG00000220349	0.06887560751743124	No data	No data	No data	No data	0.5664757221383008	No data	No data	galanin receptor pseudogene
G6PC1	0.06882960933072713	No data	No data	No data	No data	0.5660974045165843	No data	No data	glucose-6-phosphatase catalytic subunit 1
CHIT1	0.06882028602940429	No data	No data	No data	No data	0.5660207239029399	No data	No data	chitinase 1
SPRN	0.06871765575697976	No data	No data	No data	No data	No data	No data	0.5651766288774228	shadow of prion protein
TGM2	0.06869267831846732	No data	No data	No data	No data	0.26250789580201805	No data	0.4993442249782253	transglutaminase 2
PLEKHN1	0.06868992337834211	No data	No data	No data	No data	No data	No data	0.5649485405921557	pleckstrin homology domain containing N1
PRKAR2B	0.06860390265727462	No data	No data	No data	No data	0.10463671114558021	No data	0.5380818750340814	protein kinase cAMP-dependent type II regulatory subunit beta
CD36	0.06853870183674077	No data	No data	No data	No data	0.42529732186524305	No data	0.45738047035977747	CD36 molecule
TERF2IP	0.0684872966335548	No data	No data	No data	No data	0.06079307976116211	No data	0.5480837426063757	TERF2 interacting protein
CPN2	0.068481998945182	No data	No data	No data	No data	0.5632384410711496	No data	No data	carboxypeptidase N subunit 2
LHB	0.06846619171763653	No data	No data	No data	No data	No data	0.021964904939334975	0.5576172063912134	luteinizing hormone subunit beta
DMP1	0.0684529774554653	No data	No data	No data	No data	No data	No data	0.5629997503366884	dentin matrix acidic phosphoprotein 1
IL15	0.06840486085261273	No data	No data	No data	No data	0.49947039621447364	No data	0.2525344533278674	interleukin 15
TST	0.06835174090252069	No data	No data	No data	No data	0.5621671181247463	No data	No data	thiosulfate sulfurtransferase
MOGAT2	0.0683003815591943	No data	No data	No data	No data	0.13344492842780947	No data	0.5283834749183055	monoacylglycerol O-acyltransferase 2
PPY	0.06823707899578532	No data	No data	No data	No data	0.5612240674750192	No data	No data	pancreatic polypeptide
GDF11	0.06813902716393548	No data	No data	No data	No data	0.5604176283849528	No data	No data	growth differentiation factor 11
CST3	0.06797180050948856	No data	No data	No data	No data	0.5590422526423197	No data	No data	cystatin C
ABCA1	0.06796395427513478	No data	No data	No data	No data	0.45177186831696764	No data	0.42882340810694725	ATP binding cassette subfamily A member 1
CTF1	0.06790345620592837	No data	No data	No data	No data	0.3529725833260665	No data	0.4702370008619952	cardiotrophin 1
CGB5	0.06779853460867487	No data	No data	No data	No data	No data	No data	0.5576172063912134	chorionic gonadotropin subunit beta 5
CGB8	0.06779853460867487	No data	No data	No data	No data	No data	No data	0.5576172063912134	chorionic gonadotropin subunit beta 8
CGB1	0.06779853460867487	No data	No data	No data	No data	No data	No data	0.5576172063912134	chorionic gonadotropin subunit beta 1
CGB2	0.06779853460867487	No data	No data	No data	No data	No data	No data	0.5576172063912134	chorionic gonadotropin subunit beta 2
CGB3	0.06779853460867487	No data	No data	No data	No data	No data	No data	0.5576172063912134	chorionic gonadotropin subunit beta 3
CGB7	0.06779853460867487	No data	No data	No data	No data	No data	No data	0.5576172063912134	chorionic gonadotropin subunit beta 7
COL1A2	0.06749042735159767	No data	No data	No data	No data	0.4453093092505124	No data	0.4390953277157587	collagen type I alpha 2 chain
TSPO	0.06735930376087816	No data	No data	No data	No data	0.5540046994288889	No data	No data	translocator protein
DUSP2	0.06726353355261573	No data	No data	No data	No data	0.5532170258265752	No data	No data	dual specificity phosphatase 2
RALGAPA1	0.06720469359038143	No data	No data	No data	No data	0.024317231904464845	No data	0.5466537815005861	Ral GTPase activating protein catalytic subunit alpha 1
AKR1B10	0.0671833215667711	No data	No data	No data	No data	0.06079307976116211	No data	0.5373590427564371	aldo-keto reductase family 1 member B10
DBH	0.06699398032136795	No data	No data	No data	No data	0.028876712886552	No data	0.5437808746179891	dopamine beta-hydroxylase
SMARCA2	0.06699370740715326	No data	No data	No data	No data	0.01823792392834863	No data	0.5464383272417399	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
MAB21L1	0.06696641804132762	No data	No data	No data	No data	No data	No data	0.5507733635507422	mab-21 like 1
NRG1	0.06692599779952312	0.11008818448161438	No data	No data	No data	No data	No data	No data	neuregulin 1
APPL1	0.06690484543227913	No data	No data	No data	No data	0.5502669522183143	No data	No data	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
MUC2	0.06689395369793104	No data	No data	No data	No data	0.5501773718385171	No data	No data	mucin 2, oligomeric mucus/gel-forming
ITPRID2	0.06663014819476741	No data	No data	No data	No data	0.01823792392834863	No data	0.5434481907507597	ITPR interacting domain containing 2
TLR5	0.06658231367242397	No data	No data	No data	No data	0.17458043196720627	No data	0.5039691429558889	toll like receptor 5
CRTC3	0.06656132868602896	No data	No data	No data	No data	0.11686446027128251	No data	0.5182255423340463	CREB regulated transcription coactivator 3
SLC51B	0.06652437384324633	No data	No data	No data	No data	0.547137717850459	No data	No data	solute carrier family 51 subunit beta
MPP2	0.06652437384324633	No data	No data	No data	No data	0.547137717850459	No data	No data	MAGUK p55 scaffold protein 2
ITGA2	0.06652437384324633	No data	No data	No data	No data	0.547137717850459	No data	No data	integrin subunit alpha 2
BRD9	0.06652437384324633	No data	No data	No data	No data	0.547137717850459	No data	No data	bromodomain containing 9
MECOM	0.06652437384324633	No data	No data	No data	No data	0.547137717850459	No data	No data	MDS1 and EVI1 complex locus
BLTP3A	0.06652437384324633	No data	No data	No data	No data	0.547137717850459	No data	No data	bridge-like lipid transfer protein family member 3A
COL1A1	0.06646544638863826	No data	No data	No data	No data	0.48354984511694343	No data	0.2524128671683451	collagen type I alpha 1 chain
PRKAA1	0.06643142283286921	No data	No data	No data	No data	0.3844506528906909	No data	0.45026056785772706	protein kinase AMP-activated catalytic subunit alpha 1
ORMDL3	0.06622537542563157	No data	No data	No data	No data	0.5410584098743427	0.014480638042484657	No data	ORMDL sphingolipid biosynthesis regulator 3
PFKP	0.06621639063100908	No data	No data	No data	No data	0.5446046728604105	No data	No data	phosphofructokinase, platelet
AKT2	0.06621027948214853	No data	No data	No data	No data	0.19020688281549017	No data	0.4970026902773525	AKT serine/threonine kinase 2
FETUB	0.06618312844408744	No data	No data	No data	No data	0.5443311040014853	No data	No data	fetuin B
THRA	0.06612792430707337	No data	No data	No data	No data	0.16844749183821997	No data	0.5017651979740962	thyroid hormone receptor alpha
POSTN	0.06609701907557447	No data	No data	No data	No data	0.13097439297620217	No data	0.5108792888941727	periostin
BECN2	0.06596137298883062	No data	No data	No data	No data	0.13509573280258244	No data	0.50873331637425	beclin 2
CEACAM6	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	CEA cell adhesion molecule 6
PSG8	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	pregnancy specific beta-1-glycoprotein 8
PSG6	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	pregnancy specific beta-1-glycoprotein 6
PSG1	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	pregnancy specific beta-1-glycoprotein 1
PSG3	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	pregnancy specific beta-1-glycoprotein 3
PSG4	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	pregnancy specific beta-1-glycoprotein 4
PSG7	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	pregnancy specific beta-1-glycoprotein 7
PSG9	0.06594066784315535	No data	No data	No data	No data	No data	No data	0.5423369576127463	pregnancy specific beta-1-glycoprotein 9
EDN1	0.06578134434428995	No data	No data	No data	No data	0.5410265823242155	No data	No data	endothelin 1
PDGFRB	0.06569236685623644	No data	No data	No data	No data	0.5402947762666588	No data	No data	platelet derived growth factor receptor beta
SLC10A2	0.06562464058625322	No data	No data	No data	No data	0.5397377534093756	No data	No data	solute carrier family 10 member 2
CAMP	0.0653848359579685	No data	No data	No data	No data	0.5377654513872798	No data	No data	cathelicidin antimicrobial peptide
AKR1B15	0.0653354222933476	No data	No data	No data	No data	No data	No data	0.5373590427564371	aldo-keto reductase family 1 member B15
CIDEB	0.06528951515378106	No data	No data	No data	No data	0.32754467026984124	No data	0.4550953063953995	cell death inducing DFFA like effector b
SGF29	0.06525724323624826	0.08910528601038868	No data	No data	No data	0.36475847856697263	No data	No data	SAGA complex associated factor 29
GPAM	0.06524644682328429	No data	No data	No data	No data	0.08966979264771412	No data	0.5142098051341549	glycerol-3-phosphate acyltransferase, mitochondrial
HOXD12	0.06515641400704603	No data	No data	No data	No data	No data	No data	0.5358867675648786	homeobox D12
SFRP2	0.0651505633945267	No data	No data	No data	No data	0.03647584785669726	No data	0.5267196865340086	secreted frizzled related protein 2
SGMS1	0.06511545330833164	No data	No data	No data	No data	0.36475847856697263	No data	0.4443602617275743	sphingomyelin synthase 1
PDCD1	0.06507906263026547	No data	No data	No data	No data	0.5352505818585085	No data	No data	programmed cell death 1
BMAL1	0.06497879374434314	No data	No data	No data	No data	0.20296015483010277	No data	0.4836858696329091	basic helix-loop-helix ARNT like 1
RSC1A1	0.06494524924360492	No data	No data	No data	No data	0.012158615952232422	No data	0.5311103635694949	regulator of solute carriers 1
GFRAL	0.06485114631247102	No data	No data	No data	No data	0.10953204309470582	No data	0.5059930459029375	GDNF family receptor alpha like
ADAMTS1	0.06481855749173493	No data	No data	No data	No data	0.45501931504569804	No data	0.31235484381285095	ADAM metallopeptidase with thrombospondin type 1 motif 1
SELENOM	0.06481537571088394	No data	No data	No data	No data	0.1533336567309311	No data	0.494748442876691	selenoprotein M
OCA2	0.06474485469965408	No data	No data	No data	No data	0.07052503861292814	No data	0.5148705888632218	OCA2 melanosomal transmembrane protein
CDH1	0.06447330831081696	No data	No data	No data	No data	0.12369703034736457	No data	0.4993442249782253	cadherin 1
NR2C2	0.06431339932058057	No data	No data	No data	No data	0.06383273374922022	No data	0.5129951083949952	nuclear receptor subfamily 2 group C member 2
